OKC,Win,SA
PHO,Win,SAC
WAS,Loss,ATL
CLE,Loss,TOR
BKN,Loss,UTA
MIA,Win,MIN
CHI,Win,BOS
MIL,Win,IND
DAL,Win,PHI
DEN,Win,SA
LAL,Win,CHA
GS,Win,NO
IND,Win,UTA
NY,Win,BKN
TOR,Win,DET
ORL,Win,WAS
BOS,Win,CLE
ATL,Loss,OKC
HOU,Win,PHI
PHO,Win,CHA
MEM,Win,MIL
SAC,Win,GS
LAC,Win,NO
MIN,Win,OKC
DAL,Loss,MIA
POR,Win,DEN
PHI,Win,ATL
TOR,Win,ORL
BOS,Loss,MIL
NY,Loss,CHI
CLE,Loss,IND
